Average,BestPic_Gross,Best_Picture,DirectorName,No_Of_Movies,Total_Gross,_id
$8.8,$17.0,Splice,Vincenzo Natali,2,$17.5,5cbf57ecf1b3f84eb09ba64a
$15.0,$35.3,Selena,Gregory Nava,4,$60.0,5cbf57ecf1b3f84eb09ba64b
$28.5,$51.8,Ghost Rider 2,Mark Neveldine,4,$113.8,5cbf57ecf1b3f84eb09ba64c
$41.6,$290.2,Harry Potter / Goblet of Fire,Mike Newell,14,$582.0,5cbf57ecf1b3f84eb09ba64d
$896k,$896k,The Glass Menagerie,Paul Newman,1,$896k,5cbf57ecf1b3f84eb09ba64e
$18.5,$37.5,In Time,Andrew Niccol,6,$110.8,5cbf57ecf1b3f84eb09ba64f
$7.0,$21.6,Mud,Jeff Nichols,5,$34.8,5cbf57ecf1b3f84eb09ba650
$45.2,$124.1,Birdcage,Mike Nichols,16,$722.5,5cbf57ecf1b3f84eb09ba651
$785k,$785k,Firelight,William Nicholson,1,$785k,5cbf57ecf1b3f84eb09ba652
$36.1,$36.1,Walking with Dinosaurs,Neil Nightingale,1,$36.1,5cbf57ecf1b3f84eb09ba653
$44.3,$80.6,Texas Chainsaw Massacre,Marcus Nispel,4,$177.1,5cbf57ecf1b3f84eb09ba654
$24.0,$24.0,Don't Be Afraid of the Dark,Troy Nixey,1,$24.0,5cbf57ecf1b3f84eb09ba655
$549k,$817k,Climax,Gaspar Noe,4,$2.2,5cbf57ecf1b3f84eb09ba656
$182.4,$535.2,The Dark Knight,Christopher Nolan,11,"$2,006.7",5cbf57ecf1b3f84eb09ba657
$34.7,$62.5,The Adjustment Bureau,George Nolfi,2,$69.4,5cbf57ecf1b3f84eb09ba658
$34.6,$54.7,Project X,Nima Nourizadeh,2,$69.2,5cbf57ecf1b3f84eb09ba659
$43.6,$122.2,Clear and Present Danger,Phillip Noyce,13,$567.2,5cbf57ecf1b3f84eb09ba65a
$10.5,$11.9,Sydney White,Joe Nussbaum,3,$31.5,5cbf57ecf1b3f84eb09ba65b
$15.8k,$15.8k,Anchor Baby,Lonzo Nzekwe,1,$15.8k,5cbf57ecf1b3f84eb09ba65c
$30.5,$86.3,The Accountant,Gavin O'Connor,6,$182.9,5cbf57ecf1b3f84eb09ba65d
$60.4,$108.4,When Nature Calls,Steve Oedekerk,4,$241.5,5cbf57ecf1b3f84eb09ba65e
$51.2,$90.6,High School Musical 3,Kenny Ortega,4,$205.0,5cbf57ecf1b3f84eb09ba65f
$48.0,$71.1,The Score,Frank Oz,12,$575.4,5cbf57ecf1b3f84eb09ba660
$10.4,$58.6,RoboCop,Jose Padilha,6,$62.3,5cbf57ecf1b3f84eb09ba661
$34.5,$100.8,Pelican Brief,Alan J. Pakula,12,$413.8,5cbf57ecf1b3f84eb09ba662
$13.7,$13.7,Hit and Run,David Palmer,1,$13.7,5cbf57ecf1b3f84eb09ba663
$61.4,$110.3,Fun with Dick and Jane,Dean Parisot,4,$245.6,5cbf57ecf1b3f84eb09ba664
$7.8,$18.5,Ideal Husband,Oliver Parker,5,$38.8,5cbf57ecf1b3f84eb09ba665
$28.5,$52.0,"South Park - Bigger, Longer and Uncut",Trey Parker,3,$85.4,5cbf57ecf1b3f84eb09ba666
$39.5,$82.6,The Descendants,Alexander Payne,7,$276.4,5cbf57ecf1b3f84eb09ba667
$6.7,$6.7,Hotel Artemis,Drew Pearce,1,$6.7,5cbf57ecf1b3f84eb09ba668
$173.2,$176.0,Get Out,Jordan Peele,2,$346.4,5cbf57ecf1b3f84eb09ba669
$19.2,$35.3,Carrie,Kimberly Peirce,3,$57.7,5cbf57ecf1b3f84eb09ba66a
$54.0,$107.9,Paranormal Activity,Oren Peli,2,$107.9,5cbf57ecf1b3f84eb09ba66b
$9.2,$35.7,Mothman Prophecies,Mark Pellington,7,$64.4,5cbf57ecf1b3f84eb09ba66c
$9.6,$18.4,Into the Wild,Sean Penn,2,$19.2,5cbf57ecf1b3f84eb09ba66d
$76.7k,$116k,The Grand,Zak Penn,2,$153k,5cbf57ecf1b3f84eb09ba66e
$6.3,$24.8,Our Idiot Brother,Jesse Peretz,5,$31.6,5cbf57ecf1b3f84eb09ba66f
$93.0k,$200k,Listen Up Philip,Alex Ross Perry,5,$465k,5cbf57ecf1b3f84eb09ba670
$50.6,$90.5,Madea Goes to Jail,Tyler Perry,20,"$1,012.3",5cbf57ecf1b3f84eb09ba671
$77.5,$182.6,Perfect Storm,Wolfgang Petersen,10,$775.1,5cbf57ecf1b3f84eb09ba672
$293.0,$293.0,Up,Bob Peterson,1,$293.0,5cbf57ecf1b3f84eb09ba673
$81.7,$155.2,San Andreas,Brad Peyton,5,$408.5,5cbf57ecf1b3f84eb09ba674
$23.0,$23.0,Transcendence,Wally Pfister,1,$23.0,5cbf57ecf1b3f84eb09ba675
$103.8,$277.3,The Hangover,Todd Phillips,10,"$1,038.1",5cbf57ecf1b3f84eb09ba676
$36.9,$50.3,Hot Tub Time Machine,Steve Pink,4,$147.6,5cbf57ecf1b3f84eb09ba677
$28.4,$55.7,Happy Death Day,Gregory Plotkin,3,$85.1,5cbf57ecf1b3f84eb09ba678
$8.5,$8.5,The Quiet Ones,John Pogue,1,$8.5,5cbf57ecf1b3f84eb09ba679
$34.7,$101.3,Stir Crazy,Sidney Poitier,4,$138.6,5cbf57ecf1b3f84eb09ba67a
$11.3,$32.6,The Pianist,Roman Polanski,13,$147.2,5cbf57ecf1b3f84eb09ba67b
$59.6,$177.2,Tootsie,Sydney Pollack,13,$774.5,5cbf57ecf1b3f84eb09ba67c
$2.5,$4.6,Away from Her,Sarah Polley,3,$7.4,5cbf57ecf1b3f84eb09ba67d
$6.2,$20.5,The Circle,James Ponsoldt,5,$30.8,5cbf57ecf1b3f84eb09ba67e
$572k,$572k,A Tale of Love and Darkness,Natalie Portman,1,$572k,5cbf57ecf1b3f84eb09ba67f
$26.6,$37.8,The Secret Life of Bees,Gina Prince-Bythewood,3,$79.8,5cbf57ecf1b3f84eb09ba680
$53.5,$144.8,"I, Robot",Alex Proyas,6,$321.0,5cbf57ecf1b3f84eb09ba681
$33.1,$47.6,Into The Storm,Steven Quale,3,$99.2,5cbf57ecf1b3f84eb09ba682
$5.5,$21.8,Il Postino,Michael Radford,7,$38.5,5cbf57ecf1b3f84eb09ba683
$272k,$327k,Liberal Arts,Josh Radnor,2,$543k,5cbf57ecf1b3f84eb09ba684
$109.0,$403.7,Spider-Man,Sam Raimi,14,"$1,526.7",5cbf57ecf1b3f84eb09ba685
$39.6,$106.9,Analyze This,Harold Ramis,11,$435.7,5cbf57ecf1b3f84eb09ba686
$1.2,$2.5,You Were Never Really Here,Lynne Ramsay,4,$4.8,5cbf57ecf1b3f84eb09ba687
$113.1,$234.4,X-Men: The Last Stand,Brett Ratner,10,"$1,130.8",5cbf57ecf1b3f84eb09ba688
$18.5,$33.2,Breach,Billy Ray,3,$55.6,5cbf57ecf1b3f84eb09ba689
$30.5,$75.4,Horse Whisperer,Robert Redford,9,$274.8,5cbf57ecf1b3f84eb09ba68a
$117.0,$216.6,Ant-Man and the Wasp,Peyton Reed,6,$701.9,5cbf57ecf1b3f84eb09ba68b
$100k,$100k,Man of Tai Chi,Keanu Reeves,1,$100k,5cbf57ecf1b3f84eb09ba68c
$90.7,$208.5,Dawn of the Planet of the Apes,Matt Reeves,5,$453.3,5cbf57ecf1b3f84eb09ba68d
$7.5,$35.1,Drive (2011),Nicolas Winding Refn,5,$37.3,5cbf57ecf1b3f84eb09ba68e
$578k,$1.1,Certain Women,Kelly Reichardt,6,$3.5,5cbf57ecf1b3f84eb09ba68f
$34.0,$141.3,A Few Good Men,Rob Reiner,20,$679.4,5cbf57ecf1b3f84eb09ba690
$73.3,$242.2,Ghostbusters,Ivan Reitman,15,"$1,099.6",5cbf57ecf1b3f84eb09ba691
$36.7,$143.5,Juno,Jason Reitman,8,$293.9,5cbf57ecf1b3f84eb09ba692
$300.5,$368.4,The Secret Life of Pets,Chris Renaud,4,"$1,202.0",5cbf57ecf1b3f84eb09ba693
$40.8,$84.4,"Crazy, Stupid, Love.",John Requa,4,$163.3,5cbf57ecf1b3f84eb09ba694
$40.7,$165.5,Robin Hood: Prince of Thieves,Kevin Reynolds,9,$365.9,5cbf57ecf1b3f84eb09ba695
$558k,$558k,A Little Chaos,Alan Rickman,1,$558k,5cbf57ecf1b3f84eb09ba696
$173k,$341k,Jimi: All Is By My Side,John Ridley,2,$346k,5cbf57ecf1b3f84eb09ba697
$2.0,$7.9,The Chase,Adam Rifkin,6,$12.2,5cbf57ecf1b3f84eb09ba698
$38.4,$38.4,47 Ronin,Carl Rinsch,1,$38.4,5cbf57ecf1b3f84eb09ba699
$57.9,$209.0,Sherlock Holmes,Guy Ritchie,9,$521.0,5cbf57ecf1b3f84eb09ba69a
$121.7,$279.3,Meet the Fockers,Jay Roach,9,"$1,095.4",5cbf57ecf1b3f84eb09ba69b
$32.9,$95.7,Norbit,Brian Robbins,10,$329.4,5cbf57ecf1b3f84eb09ba69c
$15.6,$39.4,Dead Man Walking,Tim Robbins,3,$46.7,5cbf57ecf1b3f84eb09ba69d
$194k,$194k,Around the Bend,Jordan Roberts,1,$194k,5cbf57ecf1b3f84eb09ba69e
$2.0,$3.1,Obvious Child,Gillian Robespierre,2,$4.1,5cbf57ecf1b3f84eb09ba69f
$44.7,$63.0,The Last Song,Julie Anne Robinson,2,$89.4,5cbf57ecf1b3f84eb09ba6a0
$25.3,$38.1,Head of State,Chris Rock,3,$76.0,5cbf57ecf1b3f84eb09ba6a1
$46.6,$112.7,Spy Kids,Robert Rodriguez,17,$792.0,5cbf57ecf1b3f84eb09ba6a2
$53.8,$101.5,This is the End,Seth Rogen,2,$107.6,5cbf57ecf1b3f84eb09ba6a3
$17.0,$31.6,One Hour Photo,Mark Romanek,2,$34.0,5cbf57ecf1b3f84eb09ba6a4
$87.0,$172.6,Pirates of the Caribbean 5,Joachim Ronning,2,$174.1,5cbf57ecf1b3f84eb09ba6a5
$11.0,$36.8,Bounce,Don Roos,4,$44.0,5cbf57ecf1b3f84eb09ba6a6
$3.6,$10.7,The Drop,Michael Roskam,3,$10.9,5cbf57ecf1b3f84eb09ba6a7
$146.0,$408.0,The Hunger Games,Gary Ross,5,$729.9,5cbf57ecf1b3f84eb09ba6a8
$28.0,$68.5,House With A Clock In Its Walls,Eli Roth,7,$195.9,5cbf57ecf1b3f84eb09ba6a9
$35.5,$93.6,America's Sweethearts,Joe Roth,6,$213.2,5cbf57ecf1b3f84eb09ba6aa
$31.4,$101.6,Sleeping with the Enemy,Joseph Ruben,9,$282.7,5cbf57ecf1b3f84eb09ba6ab
$13.8k,$13.8k,Sympathy for Delicious,Mark Ruffalo,1,$13.8k,5cbf57ecf1b3f84eb09ba6ac
$65.2,$150.1,American Hustle,David O. Russell,8,$521.8,5cbf57ecf1b3f84eb09ba6ad
$33.8,$74.5,Ladder 49,Jay Russell,5,$168.8,5cbf57ecf1b3f84eb09ba6ae
$284.5,$678.8,Avengers: Infinity War,Anthony Russo,5,"$1,422.6",5cbf57ecf1b3f84eb09ba6af
$284.5,$678.8,Avengers: Infinity War,Joe Russo,5,"$1,422.6",5cbf57ecf1b3f84eb09ba6b0
$132.0,$196.6,Ice Age 3,Carlos Saldanha,8,"$1,056.1",5cbf57ecf1b3f84eb09ba6b1
$584k,$584k,Salinger,Shane Salerno,1,$584k,5cbf57ecf1b3f84eb09ba6b2
$27.1,$37.9,Jeepers Creepers,Victor Salva,4,$108.4,5cbf57ecf1b3f84eb09ba6b3
$96.6,$120.4,Shazam!,David F. Sandberg,3,$289.8,5cbf57ecf1b3f84eb09ba6b4
$87.0,$172.6,Pirates of the Caribbean 5,Espen Sandberg,2,$174.1,5cbf57ecf1b3f84eb09ba6b5
$40.4,$46.7,Goosebumps 2,Ari Sandel,2,$80.7,5cbf57ecf1b3f84eb09ba6b6
$183.5,$217.6,How to Train Your Dragon,Chris Sanders,3,$550.5,5cbf57ecf1b3f84eb09ba6b7
$97.9,$155.3,Snow White and the Huntsman,Rupert Sanders,2,$195.9,5cbf57ecf1b3f84eb09ba6b8
$1.7,$3.2,Green Room,Jeremy Saulnier,2,$3.5,5cbf57ecf1b3f84eb09ba6b9
$19.3,$56.4,White Noise,Geoffrey Sax,3,$57.8,5cbf57ecf1b3f84eb09ba6ba
$5.7,$7.1,Seeking a Friend for the End of the World,Lorene Scafaria,2,$11.3,5cbf57ecf1b3f84eb09ba6bb
$268.5,$268.5,Monsters University,Dan Scanlon,1,$268.5,5cbf57ecf1b3f84eb09ba6bc
$22.5,$22.5,Burt Wonderstone,Don Scardino,1,$22.5,5cbf57ecf1b3f84eb09ba6bd
$19.6,$35.4,The Watch,Akiva Schaffer,3,$58.9,5cbf57ecf1b3f84eb09ba6be
$17.8,$17.8,Eurotrip,Jeff Schaffer,1,$17.8,5cbf57ecf1b3f84eb09ba6bf
$6.1,$13.8,One Day,Lone Scherfig,5,$30.3,5cbf57ecf1b3f84eb09ba6c0
$47.6,$57.0,American Reunion,Hayden Schlossberg,2,$95.1,5cbf57ecf1b3f84eb09ba6c1
$2.7,$6.0,The Diving Bell and the Butterfly,Julian Schnabel,6,$16.0,5cbf57ecf1b3f84eb09ba6c2
$4.2,$22.7,American Gigolo,Paul Schrader,15,$63.3,5cbf57ecf1b3f84eb09ba6c3
$17.7,$32.0,Paper Towns,Jake Schreier,2,$35.3,5cbf57ecf1b3f84eb09ba6c4
$15.2,$48.0,Single White Female,Barbet Schroeder,9,$136.7,5cbf57ecf1b3f84eb09ba6c5
$49.9,$104.0,Paranormal Activity 3,Ariel Schulman,4,$199.8,5cbf57ecf1b3f84eb09ba6c6
$20.4,$51.4,Like Mike,John Schultz,6,$122.4,5cbf57ecf1b3f84eb09ba6c7
$43.8,$184.0,Batman Forever,Joel Schumacher,22,$963.0,5cbf57ecf1b3f84eb09ba6c8
$9.4,$9.4,Fun Size,Josh Schwartz,1,$9.4,5cbf57ecf1b3f84eb09ba6c9
$67.7,$130.2,Insurgent,Robert Schwentke,7,$473.6,5cbf57ecf1b3f84eb09ba6ca
$3.1,$6.0,Run Fat Boy Run,David Schwimmer,2,$6.1,5cbf57ecf1b3f84eb09ba6cb
$42.8,$132.4,The Departed,Martin Scorsese,24,"$1,027.9",5cbf57ecf1b3f84eb09ba6cc
$13.7,$30.7,Delivery Man,Ken Scott,3,$41.2,5cbf57ecf1b3f84eb09ba6cd
$69.2,$228.4,The Martian,Ridley Scott,24,"$1,661.1",5cbf57ecf1b3f84eb09ba6ce
$68.3,$179.8,Top Gun,Tony Scott,16,"$1,092.6",5cbf57ecf1b3f84eb09ba6cf
$84.4,$158.1,The Longest Yard,Peter Segal,10,$843.5,5cbf57ecf1b3f84eb09ba6d0
$46.2,$75.3,Coraline,Henry Selick,4,$184.7,5cbf57ecf1b3f84eb09ba6d1
$35.5,$48.5,Date Movie,Aaron Seltzer,5,$177.4,5cbf57ecf1b3f84eb09ba6d2
$17.0,$21.6,Shining Through,David Seltzer,3,$50.9,5cbf57ecf1b3f84eb09ba6d3
$41.8,$101.6,Gone in 60 Seconds,Dominic Sena,5,$208.9,5cbf57ecf1b3f84eb09ba6d4
$490k,$490k,Breathe (2017),Andy Serkis,1,$490k,5cbf57ecf1b3f84eb09ba6d5
$111.6,$242.8,Bruce Almighty,Tom Shadyac,8,$892.7,5cbf57ecf1b3f84eb09ba6d6
$83.6,$132.7,Bringing Down the House,Adam Shankman,9,$752.2,5cbf57ecf1b3f84eb09ba6d7
$537k,$1.6,Your Sister's Sister,Lynn Shelton,6,$3.2,5cbf57ecf1b3f84eb09ba6d8
$17.5,$17.5,Father Figures,Larry Sher,1,$17.5,5cbf57ecf1b3f84eb09ba6d9
$18.0,$31.0,Get Rich or Die Tryin',Jim Sheridan,8,$143.7,5cbf57ecf1b3f84eb09ba6da
$56.3,$56.3,Dracula Untold,Gary Shore,1,$56.3,5cbf57ecf1b3f84eb09ba6db
$112.0,$293.5,Sixth Sense,M. Night Shyamalan,12,"$1,344.6",5cbf57ecf1b3f84eb09ba6dc
$35.7,$89.3,Father of the Bride,Charles Shyer,7,$249.7,5cbf57ecf1b3f84eb09ba6dd
$59.9,$104.9,Pitch Perfect 3,Trish Sie,2,$119.8,5cbf57ecf1b3f84eb09ba6de
$235k,$235k,Big Fan,Robert D. Siegel,1,$235k,5cbf57ecf1b3f84eb09ba6df
$59.0,$118.6,Lemony Snicket,Brad Silberling,6,$354.0,5cbf57ecf1b3f84eb09ba6e0
$226k,$577k,The Maid,Sebastián Silva,3,$678k,5cbf57ecf1b3f84eb09ba6e1
$6.7,$13.3,Mod Squad,Scott Silver,2,$13.3,5cbf57ecf1b3f84eb09ba6e2
$174.6,$289.9,"Monsters, Inc.",David Silverman,3,$523.9,5cbf57ecf1b3f84eb09ba6e3
$48.8,$48.8,I Feel Pretty,Marc Silverstein,1,$48.8,5cbf57ecf1b3f84eb09ba6e4
$135.8,$233.9,X-Men: Days of Future Past,Bryan Singer,10,"$1,358.5",5cbf57ecf1b3f84eb09ba6e5
$51.7,$127.2,2 Fast 2 Furious,John Singleton,9,$465.2,5cbf57ecf1b3f84eb09ba6e6
$113.7,$300.5,The Twilight Saga: Eclipse,David Slade,3,$341.1,5cbf57ecf1b3f84eb09ba6e7
$170k,$170k,God's Pocket,John Slattery,1,$170k,5cbf57ecf1b3f84eb09ba6e8
$32.0,$32.0,She's Out of My League,Jim Field Smith,1,$32.0,5cbf57ecf1b3f84eb09ba6e9
$18.8,$44.9,Cop Out,Kevin Smith,11,$206.7,5cbf57ecf1b3f84eb09ba6ea
$46.5,$46.5,Arthur Christmas,Sarah Smith,1,$46.5,5cbf57ecf1b3f84eb09ba6eb
$105.0,$126.6,Bee Movie,Simon J. Smith,2,$210.0,5cbf57ecf1b3f84eb09ba6ec
$165.0,$330.4,Batman v Superman,Zack Snyder,8,"$1,319.6",5cbf57ecf1b3f84eb09ba6ed
$38.4,$183.4,Ocean's Eleven,Steven Soderbergh,28,"$1,074.9",5cbf57ecf1b3f84eb09ba6ee
$23.2,$50.3,K-PAX,Iain Softley,6,$139.2,5cbf57ecf1b3f84eb09ba6ef
$14.0,$16.3,An American Haunting,Courtney Solomon,3,$42.0,5cbf57ecf1b3f84eb09ba6f0
$210k,$210k,Levity,Ed Solomon,1,$210k,5cbf57ecf1b3f84eb09ba6f1
$1.2,$4.6,Welcome to the Dollhouse,Todd Solondz,8,$9.8,5cbf57ecf1b3f84eb09ba6f2
$88.3,$202.0,Mummy Returns,Stephen Sommers,8,$706.3,5cbf57ecf1b3f84eb09ba6f3
$98.0,$250.7,Men in Black,Barry Sonnenfeld,11,"$1,078.3",5cbf57ecf1b3f84eb09ba6f4
$78.5,$83.0,Turbo,David Soren,2,$156.9,5cbf57ecf1b3f84eb09ba6f5
$28.8,$28.8,Molly's Game,Aaron Sorkin,1,$28.8,5cbf57ecf1b3f84eb09ba6f6
$67.0,$118.6,Blades of Glory,Will Speck,3,$201.1,5cbf57ecf1b3f84eb09ba6f7
$35.1,$35.1,Step Up Revolution,Scott Speer,1,$35.1,5cbf57ecf1b3f84eb09ba6f8
$59.7,$59.7,Son of God,Christopher Spencer,1,$59.7,5cbf57ecf1b3f84eb09ba6f9
$52.6,$121.7,Wayne's World,Penelope Spheeris,5,$263.1,5cbf57ecf1b3f84eb09ba6fa
$141.6,$435.1,E.T.,Steven Spielberg,33,"$4,672.2",5cbf57ecf1b3f84eb09ba6fb
$6.9,$28.9,One Direction: This is Us,Morgan Spurlock,6,$41.5,5cbf57ecf1b3f84eb09ba6fc
$8.5,$8.5,Legends of Oz: Dorothy's Return,Dan St. Pierre,1,$8.5,5cbf57ecf1b3f84eb09ba6fd
$50.8,$50.8,The Boxtrolls,Anthony Stacchi,1,$50.8,5cbf57ecf1b3f84eb09ba6fe
$67.5,$92.0,John Wick 2,Chad Stahelski,2,$135.1,5cbf57ecf1b3f84eb09ba6ff
$78.3,$127.9,Rocky IV,Sylvester Stallone,8,$626.3,5cbf57ecf1b3f84eb09ba700
$41.0,$41.0,The Last Exorcism,Daniel Stamm,1,$41.0,5cbf57ecf1b3f84eb09ba701
$291.0,$486.3,Finding Dory,Andrew Stanton,4,"$1,164.0",5cbf57ecf1b3f84eb09ba702
$27.8,$64.2,17 Again,Burr Steers,4,$111.0,5cbf57ecf1b3f84eb09ba703
$62.3,$62.3,Underworld Awakening,Bjorn Stein,1,$62.3,5cbf57ecf1b3f84eb09ba704
$5.1,$18.7,Michael Jordan (IMAX),James D. Stern,4,$20.4,5cbf57ecf1b3f84eb09ba705
$16.2,$16.3,Swing Vote,Joshua Michael Stern,2,$32.4,5cbf57ecf1b3f84eb09ba706
$319k,$319k,Winter Solstice,Josh Sternfeld,1,$319k,5cbf57ecf1b3f84eb09ba707
$11.5,$11.5,The Words,Lee Sternthal,1,$11.5,5cbf57ecf1b3f84eb09ba708
$28.9,$40.2,Legion,Scott Charles Stewart,3,$86.7,5cbf57ecf1b3f84eb09ba709
$54.0,$110.5,Tropic Thunder,Ben Stiller,6,$324.0,5cbf57ecf1b3f84eb09ba70a
$4.7,$14.0,Love & Friendship,Whit Stillman,6,$28.3,5cbf57ecf1b3f84eb09ba70b
$16.6,$40.4,Blue Crush,John Stockwell,5,$83.2,5cbf57ecf1b3f84eb09ba70c
$14.7,$40.4,You Got Served,Chris Stokes,3,$44.0,5cbf57ecf1b3f84eb09ba70d
$71.9,$150.2,Neighbors,Nick Stoller,6,$431.3,5cbf57ecf1b3f84eb09ba70e
$40.3,$138.5,Platoon,Oliver Stone,19,$766.0,5cbf57ecf1b3f84eb09ba70f
$24.8,$56.4,Drumline,Charles Stone III,5,$123.8,5cbf57ecf1b3f84eb09ba710
$97.7,$154.7,Fantastic Four (2005),Tim Story,8,$781.9,5cbf57ecf1b3f84eb09ba711
$31.6,$41.8,Aliens Vs. Predator - Requiem,Greg Strause,2,$63.2,5cbf57ecf1b3f84eb09ba712
$41.9,$48.7,Isn't It Romantic,Todd Strauss-Schulson,2,$83.7,5cbf57ecf1b3f84eb09ba713
$52.0,$74.8,The Prince of Tides,Barbra Streisand,3,$156.1,5cbf57ecf1b3f84eb09ba714
$241.4,$241.4,Maleficent,Robert Stromberg,1,$241.4,5cbf57ecf1b3f84eb09ba715
$378k,$378k,Rebel in the Rye,Danny Strong,1,$378k,5cbf57ecf1b3f84eb09ba716
$65.6,$125.0,The Vow,Michael Sucsy,2,$131.1,5cbf57ecf1b3f84eb09ba717
$23.9,$33.4,2016 Obama's America,John Sullivan,2,$47.9,5cbf57ecf1b3f84eb09ba718
$383k,$383k,Hesher,Spencer Susser,1,$383k,5cbf57ecf1b3f84eb09ba719
$109k,$109k,"Truth or Consequences, N.M.",Kiefer Sutherland,1,$109k,5cbf57ecf1b3f84eb09ba71a
$104k,$343k,Drinking Buddies,Joe Swanberg,5,$521k,5cbf57ecf1b3f84eb09ba71b
$3.1,$3.1,Wild Tales,Damian Szifron,1,$3.1,5cbf57ecf1b3f84eb09ba71c
$9.1,$9.6,Popstar,Jorma Taccone,2,$18.2,5cbf57ecf1b3f84eb09ba71d
$40.3,$160.9,Die Another Day,Lee Tamahori,8,$322.5,5cbf57ecf1b3f84eb09ba71e
$72.1,$162.8,Django Unchained,Quentin Tarantino,9,$649.2,5cbf57ecf1b3f84eb09ba71f
$44.9,$83.5,Immortals,Tarsem,5,$224.3,5cbf57ecf1b3f84eb09ba720
$148.1,$206.4,Thor: The Dark World,Alan Taylor,2,$296.1,5cbf57ecf1b3f84eb09ba721
$28.5,$51.8,Ghost Rider 2,Brian Taylor,4,$113.8,5cbf57ecf1b3f84eb09ba722
$69.0,$169.7,The Help,Tate Taylor,4,$275.8,5cbf57ecf1b3f84eb09ba723
$83.8,$166.2,Fifty Shades of Grey,Sam Taylor-Johnson,2,$167.6,5cbf57ecf1b3f84eb09ba724
$13.2,$25.9,Frida,Julie Taymor,4,$52.8,5cbf57ecf1b3f84eb09ba725
$66.4,$179.5,Hitch,Andy Tennant,9,$598.0,5cbf57ecf1b3f84eb09ba726
$1.2,$1.2,Heights,Chris Terrio,1,$1.2,5cbf57ecf1b3f84eb09ba727
$80.5,$219.6,Alvin and the Chipmunks 2,Betty Thomas,7,$563.3,5cbf57ecf1b3f84eb09ba728
$14.8k,$14.8k,Jayne Mansfield's Car,Billy Bob Thornton,1,$14.8k,5cbf57ecf1b3f84eb09ba729
$92.1,$150.4,We're the Millers,Rawson Marshall Thurber,5,$460.7,5cbf57ecf1b3f84eb09ba72a
$163.0,$163.0,SpongeBob,Paul Tibbitt,1,$163.0,5cbf57ecf1b3f84eb09ba72b
$23.0,$40.0,A Haunted House,Michael Tiddes,3,$69.1,5cbf57ecf1b3f84eb09ba72c
$31.5,$48.8,Men of Honor,"George Tillman, Jr.",7,$220.3,5cbf57ecf1b3f84eb09ba72d
$57.3k,$57.3k,Finding Amanda,Peter Tolan,1,$57.3k,5cbf57ecf1b3f84eb09ba72e
$31.6,$31.6,House at the End of The Street,Mark Tonderai,1,$31.6,5cbf57ecf1b3f84eb09ba72f
$60.3,$64.6,Chronicle,Josh Trank,2,$120.7,5cbf57ecf1b3f84eb09ba730
$28.6,$72.3,Vantage Point,Pete Travis,3,$85.7,5cbf57ecf1b3f84eb09ba731
$89.1,$117.2,Jackass 3-D,Jeff Tremaine,4,$356.3,5cbf57ecf1b3f84eb09ba732
$220.3,$652.3,Jurassic World,Colin Trevorrow,3,$660.8,5cbf57ecf1b3f84eb09ba733
$3.0,$12.0,Big Night,Stanley Tucci,5,$15.1,5cbf57ecf1b3f84eb09ba734
$95.7,$220.0,National Treasure: Book of Secrets,Jon Turteltaub,11,"$1,052.8",5cbf57ecf1b3f84eb09ba735
$28.2,$57.8,The Chronicles of Riddick,David Twohy,6,$169.2,5cbf57ecf1b3f84eb09ba736
$8.5,$27.1,Cloud Atlas,Tom Tykwer,8,$68.2,5cbf57ecf1b3f84eb09ba737
$48.1,$100.0,Passengers,Morten Tyldum,4,$192.5,5cbf57ecf1b3f84eb09ba738
$34.7,$124.0,City Slickers,Ron Underwood,7,$243.2,5cbf57ecf1b3f84eb09ba739
$308.3,$415.0,Toy Story 3,Lee Unkrich,5,"$1,541.3",5cbf57ecf1b3f84eb09ba73a
$19.5,$37.9,Wild (2014),Jean-Marc Vallee,4,$78.2,5cbf57ecf1b3f84eb09ba73b
$21.7,$21.7,The Quest,Jean-Claude Van Damme,1,$21.7,5cbf57ecf1b3f84eb09ba73c
$17.0,$138.4,Good Will Hunting,Gus Van Sant,17,$289.4,5cbf57ecf1b3f84eb09ba73d
$2.5,$2.5,Truth,James Vanderbilt,1,$2.5,5cbf57ecf1b3f84eb09ba73e
$11.0k,$11.0k,I Hate Valentine's Day,Nia Vardalos,1,$11.0k,5cbf57ecf1b3f84eb09ba73f
$30.9,$80.3,What Happens in Vegas,Tom Vaughan,3,$92.6,5cbf57ecf1b3f84eb09ba740
$77.3,$146.4,X-Men: First Class,Matthew Vaughn,6,$464.0,5cbf57ecf1b3f84eb09ba741
$70.8k,$103k,Henry's Crime,Malcolm Venville,2,$142k,5cbf57ecf1b3f84eb09ba742
$152.9,$423.3,Dead Man's Chest,Gore Verbinski,10,"$1,529.4",5cbf57ecf1b3f84eb09ba743
$49.5,$119.4,Total Recall,Paul Verhoeven,9,$445.7,5cbf57ecf1b3f84eb09ba744
$238.4,$441.2,Shrek 2,Conrad Vernon,4,$953.7,5cbf57ecf1b3f84eb09ba745
$43.4,$100.5,Arrival,Denis Villeneuve,7,$303.8,5cbf57ecf1b3f84eb09ba746
$84.7,$168.1,Kong: Skull Island,Jordan Vogt-Roberts,2,$169.4,5cbf57ecf1b3f84eb09ba747
